PMID,Title,Authors,Journal,Publication_Date,Volume,Issue,Pages,DOI,Abstract
41143389,Clinical management of dupilumab-induced blood eosinophilia in CRSwNP: a practical algorithm.,"De Corso, E; Caminati, M; Hellings, P W; Montuori, C; Reitsma, S et al.",Rhinology,2025-Oct-27,,,,10.4193/Rhin25.266,"Dupilumab is widely recognised as a highly effective therapy for severe chronic rhinosinusitis with nasal polyps (CRSwNP). A rise in blood eosinophil count (BEC) might occur during treatment across all approved indications. In CRSwNP, dupilumab-induced blood eosinophilia (DIBE) is typically of early onset, transient, and asymptomatic without impairing the drug's efficacy. A review including data from 11 clinical trials on all approved dupilumab indications reported eosinophilia-related clinical ..."
41139237,A Phase 1 Research Trial to Evaluate the Safety and Effectiveness of Intranasal Botulinum Toxin Type A Spray for Patients With Rhinitis.,"Bates, James; Liaw, Joshua; Girling, Kathryn; Banks, Alecia; Gannon, Sean et al.",International forum of allergy & rhinology,2025-Oct-26,,,,10.1002/alr.70058,"BACKGROUND: Botulinum toxin type A is a potent neurotoxin and was first approved for use in 1989; since there has been a surge in its uses. The latest international trend is the unapproved use of botulinum toxin for allergic and nonallergic rhinitis, being advertised as ""Haytox."" METHODS: A single-group open-label non-randomized Phase 1 clinical trial was completed. Rhinitis and nonallergic rhinitis were confirmed via formalized examination and testing with total IgE and radioallergosorbent test..."
41138441,Results of transoral injection laryngoplasty in the apneic window.,"Türe, Nurullah; Telli, Serkan; Kibar, Onur","Auris, nasus, larynx",2025-Oct-24,52,6,750-755,10.1016/j.anl.2025.10.009,"OBJECTIVES: The aim of this study was report the feasibility, safety profile, and within-patient voice outcomes of transoral injection laryngoplasty performed during a protocolized apneic window in unilateral vocal fold paralysis (UVFP). METHODS: This retrospective single-arm cohort study included patients who underwent transoral IL in the apneic window because of UVFP between February 2021 and March 2024. The following parameters were compared before and after the injection: GRBAS, maximum phon..."
41138146,In Response to Frontal Sinus Patency After Sinus Surgery Using Triamcinolone-Impregnated Plant-Based Sinus Spacers.,"Tewfik, Marc A; Ajit-Roger, Emily; Almutawa, Deema; Alreefi, Mahmoud",The Laryngoscope,2025-Oct-25,,,,10.1002/lary.70109,
41135212,Clinical and pathological characteristics of CRS with nasal polyps in patients with asthma-COPD overlap.,"Mukai, Masayoshi; Nakanishi, Haruka; Matsui, Kanako; Sato, Emiri; Nonaka, Manabu et al.","Auris, nasus, larynx",2025-Oct-23,52,6,744-749,10.1016/j.anl.2025.10.007,"OBJECTIVE: Bronchial asthma (BA) and Chronic Obstructive Pulmonary Disease (COPD) have been considered as independent diseases, but in recent years, Asthma and COPD Overlap (ACO), which combines characteristics of BA and COPD, has been defined. Chronic rhinosinusitis (CRS) with nasal polyps and BA, both caused by similar type 2 inflammation, often coexist and are considered to have a ""one airway, one disease"" relationship. In ACO, airway inflammatory cells of BA (eosinophils and CD4 METHODS: Six..."
41134592,One in 5 Young Adults Use Cannabis or Alcohol to Fall Asleep.,"Anderer, Samantha",JAMA,2025-Oct-24,,,,10.1001/jama.2025.17528,
41134591,Mortality Risk Study Offers Good News for Patients With Narcolepsy.,"Pant, Shravya",JAMA,2025-Oct-24,,,,10.1001/jama.2025.17527,
41134590,Errors in the Text and Tables.,,JAMA,2025-Oct-24,,,,10.1001/jama.2025.21028,
41134589,Closed-Loop Insulin Delivery in Type 1 Diabetes in Pregnancy: The CIRCUIT Randomized Clinical Trial.,"Donovan, Lois E; Lemieux, Patricia; Dunlop, Amy D; Yamamoto, Jennifer M; Murphy, Helen R et al.",JAMA,2025-Oct-24,,,,10.1001/jama.2025.19578,"IMPORTANCE: Hyperglycemia-related pregnancy complications occur in 50% of pregnant women with type 1 diabetes. Closed-loop insulin systems improve glycemia outside of pregnancy but have had limited testing in pregnancy. OBJECTIVE: To assess the efficacy of a closed-loop system in pregnancy. DESIGN, SETTING, AND PARTICIPANTS: Open-label trial enrolling pregnant women with type 1 diabetes at 14 clinical centers in Canada and Australia before 14 weeks' gestation with follow-up until 6 weeks postpar..."
41134584,Automated Insulin Delivery in Pregnancy.,"Polsky, Sarit",JAMA,2025-Oct-24,,,,10.1001/jama.2025.19201,
41134583,New Guidance on Cardiovascular Disease and COVID-19-From Infection to Long COVID to Vaccination.,"Abbasi, Jennifer",JAMA,2025-Oct-24,,,,10.1001/jama.2025.18834,
41134580,Lesser-Known Lobular Breast Cancer on the Rise.,"Pant, Shravya",JAMA,2025-Oct-24,,,,10.1001/jama.2025.17524,
41134568,Grip Strength Linked to Lower Risk of Obesity-Related Disease and Death.,"Anderer, Samantha",JAMA,2025-Oct-24,,,,10.1001/jama.2025.17523,
41134567,Cannabis Use Increased Among People With Psychosis Following State Legalization.,"Pant, Shravya",JAMA,2025-Oct-24,,,,10.1001/jama.2025.17522,
41134564,Study Reveals Early Brain Changes in Younger Contact-Sport Athletes.,"Bock, Anna",JAMA,2025-Oct-24,,,,10.1001/jama.2025.18839,
41134554,"WHO Report Raises Alarm on Clinician Mental Health, Working Conditions.","Pant, Shravya",JAMA,2025-Oct-24,,,,10.1001/jama.2025.17526,
