PMID,Title,Authors,Journal,Publication_Date,Volume,Issue,Pages,DOI,Abstract
40879571,Classification and Segmentation of Mucus Morphology Using Deep Learning During Diagnostic Nasal Endoscopy.,"Gyawali, Dipesh; Bidwell, Jonathan; Bhatia, Sejal Shyam; Fujiwara, Akio; Mundy, Thomas et al.",International forum of allergy & rhinology,2025-Aug-13,,,,10.1002/alr.70004,A pretrained deep learning model can segment and classify mucus morphologies encountered during nasal endoscopy. Strong performance for different mucus morphologies supports the detection of sinonasal inflammation. This is the first study to objectively classify mucus morphology in nasal settings.
40879521,Determinants of Medication Adherence to Budesonide Nasal Irrigation in Patients With Chronic Rhinosinusitis and Allergic Rhinitis.,"He, Clifford Jiajun; Baker, Omer; LaMonte, Olivia; Verpukhovskiy, Philipp; Chen, Yuhang et al.",International forum of allergy & rhinology,2025-Aug-09,,,,10.1002/alr.70010,"Objective adherence to budesonide nasal irrigation was low and declined over time. Higher sinus discomfort (visual analog scale) predicted better adherence, but SNOT-22 did not. Patients planning surgery or with some comorbidities had lower adherence."
40879414,Factors Affecting the Success of Sphenopalatine Artery Ligation in the Management of Intractable Epistaxis-A Single-Centered Retrospective Analysis.,"Latif, Joseph; Ho, Emma; Fuzi, Jordan; Banks, Catherine",American journal of rhinology & allergy,2025-Aug-29,,,19458924251372241,10.1177/19458924251372241,"BackgroundEndoscopic sphenopalatine artery ligation (ESPAL) is a safe and effective procedure to manage intractable epistaxis. However, in the literature, the peri-operative and patient factors which contribute to surgical success or failure have been poorly defined.ObjectiveThe purpose of this study was to identify the patient, disease and surgical factors which influence the effectiveness of ESPAL in the management of intractable epistaxis.MethodsAll ESPALs performed over a 14-year period at a..."
40879285,Dupilumab Initiation for Surgically Refractory Chronic Rhinosinusitis With Nasal Polyps Is Associated With Differential Expression of CLC and Activation of Eicosanoid Pathways.,"Dorismond, Christina; Lubner, Rory J; Lofgren, Daniel H; Rygalski, Chandler J; Li, Ping et al.",International forum of allergy & rhinology,2025-Aug-18,,,,10.1002/alr.70019,"An untargeted transcriptomic analysis provided exploratory insight into key genes and pathways that can be used to help identify patients at risk for surgically refractory chronic rhinosinusitis with nasal polyps (CRSwNP). The Charcot-Leyden crystal gene, periostin and osteopontin-associated pathways, eicosanoid synthesis pathway, and prostaglandin/leukotriene metabolism pathway, among others, are associated with dupilumab prescription for surgically refractory chronic rhinosinusitis and may sup..."
40879266,Elezanumab Accelerates Post-Injury Regeneration of Olfactory Sensory Neurons in a Methimazole-Induced Mouse Model.,"Mori, Eri; Ueha, Rumi; Tanaka, Hirotaka; Nishijima, Hironobu; Kobayashi, Masayoshi et al.",International forum of allergy & rhinology,2025-Aug-04,,,,10.1002/alr.70013,Elezanumab accelerates olfactory sensory neuron regeneration in a methimazole-induced mouse model. Repulsive guidance molecule A blockade increases GAP43
40878848,Remote Screening for Asymptomatic Atrial Fibrillation: The AMALFI Randomized Clinical Trial.,"Wijesurendra, Rohan; Pessoa-Amorim, Guilherme; Buck, Georgina; Harper, Charlie; Bulbulia, Richard et al.",JAMA,2025-Aug-29,,,,10.1001/jama.2025.15440,"IMPORTANCE: Screening for atrial fibrillation (AF) might reduce stroke if it increases long-term AF detection and anticoagulation use compared with usual care. OBJECTIVE: To investigate the long-term efficacy of AF screening in older individuals at moderate to high risk of stroke using 14-day, patch-based continuous ambulatory electrocardiogram (ECG) monitoring. DESIGN, SETTING, AND PARTICIPANTS: A parallel-group, unblinded, remote randomized clinical trial recruiting from 27 UK primary care pra..."
40876073,Nationwide descriptive epidemiological study of epistaxis treatment using the national database of Japan.,"Makihara, Seiichiro; Uraguchi, Kensuke; Fujimoto, Shohei; Shimizu, Aiko; Kariya, Shin et al.","Auris, nasus, larynx",2025-Aug-27,52,5,575-580,10.1016/j.anl.2025.08.001,"OBJECTIVE: The aim of this study was to analyze nationwide patterns of epistaxis treatment in Japan, including temporal trends, demographic distributions, and regional variations. This was a nationwide descriptive observational study using a national administrative database. METHODS: We analyzed open data of the National Database of Health Insurance Claims from fiscal years 2019-2022 to examine two treatment procedures for epistaxis: hemostasis with gauze packing and cauterization. Treatment pat..."
40875583,Artificial Intelligence in Peer Review.,"Perlis, Roy H; Christakis, Dimitri A; Bressler, Neil M; Öngür, Dost; Kendall-Taylor, Jacob et al.",JAMA,2025-Aug-28,,,,10.1001/jama.2025.15827,
40875572,Expanding Prior Authorization in Traditional Medicare-The WISeR Model.,"Rathi, Vinay K; Dhruva, Sanket S; Ross, Joseph S",JAMA,2025-Aug-28,,,,10.1001/jama.2025.16326,
40875248,The Clinical Indications for Mifepristone Go Beyond Abortion.,"Chen, Jessica",JAMA,2025-Aug-28,,,,10.1001/jama.2025.13376,
40875242,Varenicline for Youth Nicotine Vaping Cessation-Reply.,"Evins, A Eden; Levy, Sharon; Schuster, Randi",JAMA,2025-Aug-28,,,,10.1001/jama.2025.11567,
40875241,Sugars and Sweetness.,,JAMA,2025-Aug-28,,,,10.1001/jama.2024.18942,
40875225,Caution in Interpretation of Population Attributable Fractions.,"Labadie, Robert F",JAMA otolaryngology-- head & neck surgery,2025-Aug-28,,,,10.1001/jamaoto.2025.2480,
40875222,A Visit to Digital Imaging.,"Shankar, Ravi",JAMA,2025-Aug-28,,,,10.1001/jama.2025.8827,
40875219,Executive Summary of the American Radium Society Appropriate Use Criteria for Management of Early Glottic Cancer: A Review.,"Shukla, Monica E; Misono, Stephanie; Amini, Arya; Sieracki, Rita; Takiar, Vinita et al.",JAMA otolaryngology-- head & neck surgery,2025-Aug-28,,,,10.1001/jamaoto.2025.2580,"IMPORTANCE: Stage I squamous cell carcinoma (SCC) of the glottic larynx carries a favorable prognosis after treatment with endoscopic surgery or radiation therapy (RT). In addition to tumor control, goals of therapy include preservation of voice quality, swallow function, and breathing. Multidisciplinary consensus guidelines are needed to assist clinicians in treatment selection and the appropriate use of both surgical and radiation-based techniques. OBSERVATIONS: Treatment of clinical T1N0 glot..."
40875216,Venomous Snakes and Snakebites.,"Lieu, Kevin; Livshits, Zhanna; LeSaint, Kathy T",JAMA,2025-Aug-28,,,,10.1001/jama.2025.13080,
40875215,The Stories We Share.,"Ramsdale, Erika",JAMA,2025-Aug-28,,,,10.1001/jama.2025.14207,
40875211,Management of Tricuspid Regurgitation.,"Asgar, Anita W",JAMA,2025-Aug-28,,,,10.1001/jama.2025.12946,
40875210,Caution in Interpretation of Population Attributable Fractions-Reply.,"Smith, Jason R; Reed, Nicholas S; Deal, Jennifer A",JAMA otolaryngology-- head & neck surgery,2025-Aug-28,,,,10.1001/jamaoto.2025.2474,
40875206,Can Chemotherapy Emerge From the Shadows in Resectable Cutaneous Squamous Cell Carcinoma?,"Divi, Vasu; Colevas, A Dimitrios",JAMA otolaryngology-- head & neck surgery,2025-Aug-28,,,,10.1001/jamaoto.2025.2678,
40875204,Caution in Interpretation of Population Attributable Fractions.,"Wu, Ching-Nung; Cheng, Wei-Chun; Hwang, Chung-Feng",JAMA otolaryngology-- head & neck surgery,2025-Aug-28,,,,10.1001/jamaoto.2025.2477,
40875202,Varenicline for Youth Nicotine Vaping Cessation.,"Pei, Yuanyuan",JAMA,2025-Aug-28,,,,10.1001/jama.2025.11564,
40875201,"Journeying in Terza Rima, Through Poetry and Medicine.","Campo, Rafael",JAMA,2025-Aug-28,,,,10.1001/jama.2025.8824,
40874727,Significance of Inflammation Marker of Radionecrosis in Laryngopharynx Cancer Treated With Radiation.,"Kim, Jeong Heon; Yi, Se Eun; Kwon, Minsu; Jung, Young Ho; Choi, Seung-Ho et al.",The Laryngoscope,2025-Aug-28,,,,10.1002/lary.70071,"OBJECTIVE: Radiotherapy is an effective treatment modality for head and neck cancer; however, it is associated with various side effects. One of the most devastating complications in the laryngopharyngeal region is radionecrosis, which presents with various signs and symptoms and can significantly impair patients' quality of life. This study aimed to identify factors related to the occurrence of radionecrosis and to evaluate treatment outcomes based on clinical experience. METHODS: This retrospe..."
40873416,"Reply to Letter to the Editor Regarding: ""Assessing Adequacy of Surgical Extent in CRSwNP: The Completion of Surgery Index (CoSI)"".","Workman, Alan; Palmer, James N",International forum of allergy & rhinology,2025-Aug-28,,,e23601,10.1002/alr.23601,
40873415,"Comment on ""Superior Benefits of Combining Mepolizumab With Sinus Surgery Compared to Mepolizumab Alone: Results From a Randomised 6-Month Trial"".","Deng, Yi; Lv, Ping",International forum of allergy & rhinology,2025-Aug-28,,,,10.1002/alr.70023,
40866210,An atypical parapharyngeal tumor.,"Deven, J; Saadi, S; Lechien, J-R","European annals of otorhinolaryngology, head and neck diseases",2025-Aug-26,,,,10.1016/j.anorl.2025.05.002,
40865388,Objective evaluation for Endoscopic Sinus Surgeries' proficiency by image analysis for postoperative 3D sinus models.,"Yamada, Kaito; Suzuki, Masanobu; Miyaji, Kou; Sase, Kazuya; Ebina, Koki et al.","Auris, nasus, larynx",2025-Aug-26,52,5,567-574,10.1016/j.anl.2025.08.005,"OBJECTIVE: Objective assessment for endoscopic sinus surgery skill proficiency is challenging, partly due to the great diversity of anatomies. Recently developed 3D-printed sinus models provide standardized anatomy with realistic tissue-feel. In this study, we developed a method to evaluate endoscopic sinus surgery skill proficiency through pre- and post-operative image analysis of CT images of dissected 3D sinus models and validated it by comparing to other surgical proficiency indices. METHODS..."
40865387,Improved visualization of temporal bone structures with photon-counting detector CT: An intra-patient comparison.,"Sakaida, Hiroshi; Takeichi, Kento; Ichikawa, Yasutaka; Yamazaki, Akio; Sakuma, Hajime","Auris, nasus, larynx",2025-Aug-26,52,5,563-566,10.1016/j.anl.2025.08.004,"OBJECTIVE: To directly compare the image quality of photon-counting detector CT (PCD-CT) and conventional energy-integrating detector CT (EID-CT) for temporal bone imaging within the same patient cohort. METHODS: This retrospective study included seven patients who underwent both EID-CT and PCD-CT for clinical indications. To ensure a valid comparison of the imaging technologies, images of the non-operated, contralateral temporal bone were evaluated. Radiation dose parameters, including volume C..."
40864476,"Fever, Malaise, and Weight Loss in a Woman With Aortic Valve Replacement.","Ullrich, Cinzia; Studer Bruengger, Annina; Huber, Lars C",JAMA,2025-Aug-27,,,,10.1001/jama.2025.13036,
40864452,Incorrect Spelling.,,JAMA,2025-Aug-27,,,,10.1001/jama.2025.15855,
40864448,Hospital Beds.,"Todd, N Jed",JAMA,2025-Aug-27,,,,10.1001/jama.2025.8319,
40864446,"Poetry, Within and Beyond the Bounds of Medicine.","Roberts, Krista; Campo, Rafael",JAMA,2025-Aug-27,,,,10.1001/jama.2025.8651,
40864444,Partial Heart Transplants-Growing Data for Growing Valves.,"Daly, Kevin P",JAMA,2025-Aug-27,,,,10.1001/jama.2025.14668,
40864438,Discovery of Glucagon-Like Peptide-1 and Its Biological Activity.,"Mojsov, Svetlana",JAMA,2025-Aug-27,,,,10.1001/jama.2025.11292,
40864437,Long-Term Opioid Therapy for Pain: What Is Known About Harms-and Still Not Known About Benefits.,"Bicket, Mark C; Bateman, Brian T",JAMA,2025-Aug-27,,,,10.1001/jama.2025.13225,
40864436,Partial Heart Transplant for Congenital Heart Disease.,"Overbey, Douglas M; Aykut, Berk; Kucera, John A; Medina, Cathlyn K; Sethi, Neeta J et al.",JAMA,2025-Aug-27,,,,10.1001/jama.2025.13580,"IMPORTANCE: Partial heart transplant, or living valve replacement, has the potential to advance surgical management of irreparable valvular disease by providing a viable option with capacity for growth. OBJECTIVES: To describe the early experience and assess the feasibility, safety, and efficacy of partial heart transplant in patients with congenital heart valve disease. DESIGN, SETTING, AND PARTICIPANTS: Case series of the first 19 patients to undergo partial heart transplant at a single high-v..."
40864435,Discovery of Glucagon-Like Peptide-1 and Its Biological Activity-Reply.,"Philippe, Jacques; Powers, Alvin C",JAMA,2025-Aug-27,,,,10.1001/jama.2025.11294,
40862498,Impact of Hearing Loss and Cochlear Implantation on Attentional Selection in Older Adults.,"Harris, Michael S; Gurariy, Gennadiy; Walsh, Shannon; Kozlowski, Kristin; Ziadeh, Samiah et al.",The Laryngoscope,2025-Aug-27,,,,10.1002/lary.70081,"OBJECTIVES/HYPOTHESIS: (1) To measure attentional selection based on the three-network model of attention (alerting, orienting, and executive control) in older adults with and without hearing loss, and (2) in adults with hearing loss (a) awaiting a CI and (b) currently using a CI. The principal hypothesis was that hearing rehabilitation with CIs would release higher-order explicit cognitive processes, resulting in attentional selection among CI users similar to controls. STUDY TYPE: Clinical. DE..."
40862471,Changes in Otolaryngology Residency Websites Since Preference Signaling Began.,"Kieu, Thinh; Galvan, Pedro A; Bowe, Sarah N; Whipple, Mark E; Bly, Randall A",The Laryngoscope,2025-Aug-27,,,,10.1002/lary.70067,"BACKGROUND AND OBJECTIVE: Since 2021, applicants to Otolaryngology-Head and Neck Surgery (OHNS) residencies have been able to send preference signals to a limited number of programs to express genuine interest. For the preference signaling system to be fruitful, prospective applicants must be well informed about the available programs early in the application process. This study reports on changes to OHNS residency program websites, with the goal of providing applicants with necessary informatio..."
40862375,Novel Simplified Nasal Endoscopy Grading System for Hereditary Hemorrhagic Telangiectasia Patients.,"Soudry, Ethan; Amitai, Nimrod; Elmograbi, Aiman; Vainer, Igor; Mei-Zahav, Meir",The Laryngoscope,2025-Aug-27,,,,10.1002/lary.70074,"OBJECTIVE: A validated and practical grading system for endoscopic findings is crucial for both clinical care and research when evaluating patients with Hereditary Hemorrhagic Telangiectasia (HHT) who experience epistaxis and nasal complaints. This study aimed to validate a novel, simplified nasal endoscopy grading system in HHT patients. METHODS: The study was conducted at a tertiary referral center for HHT patients. Twenty HHT patients were derived from an earlier double-blinded, placebo-contr..."
40862334,Microvascular Surgeons: The Second Victim With Free Flap Failure.,"Studer, Matthew B; Hoffman, Alexandra; Del Rio, Regina Elmudesi; Rdesinski, Rebecca E; Wax, Mark K et al.",The Laryngoscope,2025-Aug-27,,,,10.1002/lary.70070,"OBJECTIVE: Second victim syndrome (SVS) is when a health care provider involved in a patient complication is traumatized by the event, manifesting as symptoms of anxiety, depression, and shame. We investigated microvascular surgeons' emotional responses to free flap failure and their emotional support systems. METHODS: Twenty-question survey of microvascular surgeons. Questions focused on participant demographics and practice dynamics, emotional responses to free flap failure, and emotional supp..."
40862331,The Protective Role of Hormonal Birth Control in Idiopathic Subglottic Stenosis.,"Awadallah, Andrew S; Khalil, Yousuf H; Bowen, Andrew J; Ali, Hawa M; Li, Yan et al.",The Laryngoscope,2025-Aug-27,,,,10.1002/lary.70077,"BACKGROUND: Idiopathic subglottic stenosis (iSGS) occasionally affects women of childbearing age. Surgical intervention is the primary treatment, yet limited research exists on factors influencing disease severity. This study explores the impact of hormonal contraception on iSGS recurrence rates and surgery-free intervals. METHODS: This retrospective study was conducted at a tertiary academic care center. Patients using hormonal birth control (e.g., estrogen-progesterone pills, progesterone impl..."
40858443,Effect of 10 and 20 degrees reverse Trendelenburg position on surgical field quality during ear surgery. A randomized-controlled trial.,"El-Ozairy, H S; Naguib, M R; Abd-Elmaksoud, A M; Mady, O M","European annals of otorhinolaryngology, head and neck diseases",2025-Aug-25,,,,10.1016/j.anorl.2025.07.004,"PURPOSE: Middle ear surgeries are better executed under controlled hypotension. Reverse-Trendelenburg (RTP) position has been used in endoscopic sinus surgeries as a safe and cost-free method to reduce intraoperative bleeding. However, it has not been tried in ear surgery due to surgical field accessibility concerns. The primary aim of this study was to evaluate the effect of two RTP angles (10 and 20 degrees) on quality of surgical field and surgical position accessibility. METHODS: In total, 2..."
40858442,Transoral robotic cricopharyngeal myectomy for cricopharyngeal muscle spasm.,"Lin, M Y; Wang, C C","European annals of otorhinolaryngology, head and neck diseases",2025-Aug-25,,,,10.1016/j.anorl.2025.08.004,"This case report details the innovative use of transoral robotic surgery (TORS) for cricopharyngeal (CP) myectomy, a procedure that has never been documented for this condition. Our patient, who was previously treated for tongue cancer by total glossectomy, experienced persistent dysphagia and received gastric tube feeding despite multiple rehabilitations. After botulinum toxin injection confirmed CP muscle spasm, a TORS CP myectomy was performed using the da Vinci Si robotic system. The procedu..."
40858441,Long-term follow-up of residual tumor and facial function after partial resection of vestibular schwannoma.,"Ferney, A; Ferney, T; Lazard, A; Schmerber, S; Gay, E et al.","European annals of otorhinolaryngology, head and neck diseases",2025-Aug-25,,,,10.1016/j.anorl.2025.08.003,"AIM: This study aimed to assess long-term progression of residual tumor and facial function after primary partial resection of large vestibular schwannoma. MATERIALS AND METHODS: This retrospective study was performed in a tertiary reference center between January 2008 and December 2021. Patients with vestibular schwannoma exceeding 25mm on the long axis underwent partial tumor resection, leaving a residual fragment, and were followed up for at least 3 years. The residue was confirmed on MRI at ..."
40853561,A Fall Prevention Program Integrated in Primary Health Care for Older People in Rural China: The FAMILY Cluster Randomized Clinical Trial.,"Peng, Junyi; Ye, Pengpeng; Nan, Boya; Yan, Shichun; Li, Zhifang et al.",JAMA,2025-Aug-25,,,,10.1001/jama.2025.12724,"IMPORTANCE: With rapidly aging populations globally, there is a lack of evidence on effective fall prevention strategies among community-dwelling older people in resource-constrained areas. OBJECTIVE: To assess the effectiveness of a fall prevention program integrated in primary health care systems on the risk of falls among Chinese rural older adults. DESIGN, SETTING, AND PARTICIPANTS: A 12-month, open-label, cluster randomized clinical trial, conducted in 128 rural villages from 4 Chinese prov..."
40856645,Occult Nodal Involvement in Sinonasal Squamous Cell Carcinoma.,"Elsamna, Samer T; Patel, Aman M; Shaikh, Ibraheem; Revercomb, Lucy; Shah, Vraj P et al.",American journal of rhinology & allergy,2025-Aug-26,,,19458924251371257,10.1177/19458924251371257,"BackgroundSinonasal squamous cell carcinoma (SNSCC) is an aggressive subtype of sinonasal cancer. While elective neck dissection (END) is not typically recommended for SNSCC, occult nodal involvement (ONI) may be present. We therefore sought to evaluate the incidence, associated factors, and survival impact of ONI in SNSCC.MethodsThe National Cancer Database was queried for patients with SNSCC from 2004 to 2016. Data regarding patient demographics, clinicopathology, and treatment were obtained. ..."
