PMID,Title,Authors,Journal,Publication_Date,Volume,Issue,Pages,DOI,Abstract
41025243,In Response to Is Ophthalmology Consult Needed for Acute Orbital Fractures?,"Webb, Katherine L; Oyer, Samuel; Park, Stephen",The Laryngoscope,2025-Sep-30,,,,10.1002/lary.70065,
41021400,Posterior Nasal Nerve Neurectomy With Mucosal Flap Coverage of the Sphenopalatine Foramen for Treatment of Allergic Rhinitis: 12-Month Outcomes After Treatment in a Prospective Cohort Study.,"Wang, Linlu; Deng, Huiyi; Yang, Qintai; Wu, Shuo",American journal of rhinology & allergy,2025-Sep-29,,,19458924251382757,10.1177/19458924251382757,"ObjectivesPosterior nasal nerve (PNN) neurectomy is an effective surgical option for refractory allergic rhinitis (AR), but delayed massive hemorrhage remains a concern. This study aimed to evaluate whether preserving a mucosal flap to cover the sphenopalatine foramen (SPF) affects postoperative efficacy and complications.MethodsThis prospective cohort study included 61 patients with moderate-to-severe AR who underwent PNN neurectomy. Patients were divided into two groups based on whether a muco..."
41021328,Acetaminophen Use in Pregnancy-Study Author Explains the Data.,"Schweitzer, Kate",JAMA,2025-Sep-29,,,,10.1001/jama.2025.19345,
41021256,The Cell and Gene Therapy Access Model.,"Majerol, Melissa; Chaudhury, Aurelia; Traugott, Cathy; Mitta, Vinod",JAMA,2025-Sep-29,,,,10.1001/jama.2025.16537,
41021246,Variation in US Commercial Health Plan Coverage Restrictions for Cell and Gene Therapies.,"Chambers, James D; Rucker, Julia A; Enright, Daniel E; Beinfeld, Molly T; Neumann, Peter J",JAMA,2025-Sep-29,,,,10.1001/jama.2025.15148,
41021241,Extending Trauma-Informed Care-Reply.,"Gerber, Megan R; Antonikowski, Angela Adger",JAMA,2025-Sep-29,,,,10.1001/jama.2025.13662,
41021234,Extending Trauma-Informed Care.,"Ghazal, Lauren; Sinko, Laura",JAMA,2025-Sep-29,,,,10.1001/jama.2025.13659,
41020290,Association of Tonotopic Mismatch and Cochlear Implant Use on Outcomes for Adults With Unilateral Hearing Loss.,"O'Rourke, Samuel P; Dillon, Margaret T; Overton, Andrea B; Sloop, Amanda D; Richter, Margaret E et al.",The Laryngoscope,2025-Sep-29,,,,10.1002/lary.70179,"OBJECTIVE: Review whether tonotopic mismatch and device use are associated with speech recognition for adult cochlear implant (CI) users with unilateral hearing loss (UHL). METHODS: Performance with the CI alone (CNC word scores) and in the CI plus the normal hearing (NH) ear condition (CI + NH; BKB-SIN scores) at 6 months post-activation was reviewed. For BKB-SIN, the target was presented from the front and the masker was presented toward the NH ear. Mismatch for the most apical electrode conta..."
41017768,In Reference to Is Ophthalmology Consult Needed for Acute Orbital Fractures?,"Rachapudi, Sruti",The Laryngoscope,2025-Sep-29,,,,10.1002/lary.70068,
41017750,Development of a National Laryngology Fellowship Curriculum: Standardizing Fellow Education.,"deSilva, Brad W",The Laryngoscope,2025-Sep-29,,,,10.1002/lary.70168,"OBJECTIVES: To describe the development of the Laryngology Fellow Online Curriculum (LFOC) for fellowship education and review its impact on standardizing the educational experience for Laryngology fellows. METHODS: Surveys were completed from 2020 to 2024 by Laryngology fellows upon their fellowship graduation and completion of the LFOC. Outcomes measured included overall rating of the curriculum, knowledge gaps filled, degree of engagement with the Laryngology community, and opportunities for ..."
41015685,French campaign for laryngectomees' quality of life.,"Perréard, M; Huet, I; Legrais, C; Babin, E","European annals of otorhinolaryngology, head and neck diseases",2025-Sep-26,,,,10.1016/j.anorl.2025.09.002,
41014990,Clinical characteristics and diagnostic value of symptoms and objective findings in patulous eustachian tube: a large-scale study based on the Japan Otological Society criteria.,"Oshima, Hidetoshi; Yoshida, Marin; Shindo, Hideshi; Hirai, Ryoji; Oshima, Takeshi","Auris, nasus, larynx",2025-Sep-26,52,6,651-656,10.1016/j.anl.2025.09.002,"OBJECTIVE: To clarify the clinical characteristics of patulous Eustachian tube (PET) based on the Japan Otological Society (JOS) diagnostic criteria and to assess the diagnostic contribution of individual symptoms and objective findings. METHODS: We retrospectively analyzed patients diagnosed with definite PET or non-PET at a subspecialty Eustachian tube clinic between June 2019 and July 2025, excluding possible PET to minimize diagnostic uncertainty. Demographics, background factors, symptoms, ..."
41014989,Evaluation of the optimal approach for endoscopic neck dissection using Thiel cadavers.,"Maruo, Takashi; Tomioka, Toshifumi; Okano, Wataru; Mukaigawa, Takashi; Fukuhara, Takahiro et al.","Auris, nasus, larynx",2025-Sep-26,52,6,643-650,10.1016/j.anl.2025.09.003,"OBJECTIVE: Endoscopic neck dissection (END) has been developed in Asia; however, it is necessary to validate a technique that has a short learning curve and is easy to introduce. The purpose of this study was to determine the approach with the easiest introduction and shortest learning curve using donated cadavers fixed with the Thiel method. METHODS: A total of four different approaches were examined. Each approach was evaluated by a questionnaire administered to five head and neck surgeons, th..."
41014176,In Response to Chronic Rhinosinusitis With Nasal Polyps: The Effectiveness of Dupilumab in Mixed Endotypes.,"Riva, Giuseppe; Urbanelli, Anastasia; Pecorari, Giancarlo",The Laryngoscope,2025-Sep-27,,,,10.1002/lary.70159,
41014166,Analysis of the Gender Differences in Patients With Recurrent Acute Rhinosinusitis.,"Cummins, Melissa; Dewey, John; Zalaquett, Nader Ghassan; Ramadan, Hassan H; Makary, Chadi A",The Laryngoscope,2025-Sep-27,,,,10.1002/lary.70171,BACKGROUND: Prior evidence has shown that female patients with chronic rhinosinusitis (CRS) suffer a worse disease-specific quality of life (QoL). OBJECTIVE: To study the gender-specific differences on the QoL of patients with recurrent acute rhinosinusitis (RARS). METHODS: Retrospective cohort study of patients presenting to the otolaryngology clinic with RARS defined by at least one objective evidence of rhinosinusitis (CT scan or endoscopy findings). Patients' characteristics and comorbiditie...
41014165,Tympanum Reconstruction in Lateral Skull Base: Preliminary Report on Classification-Based Technique.,"Zhao, Yang; Tian, Xu; Yang, Ruizhe; Xue, Songbo; Gao, Zhiqiang et al.",The Laryngoscope,2025-Sep-27,,,,10.1002/lary.70154,"OBJECTIVE: To introduce a classification system and corresponding surgical techniques for tympanum reconstruction in patients with lateral skull base lesions, aiming to restore tympanic wall structure, maintain aeration, and preserve air conduction hearing. METHODS: We retrospectively reviewed 17 patients (mean age 38.9 ± 10.1 years) with benign lateral skull base tumors requiring extensive tympanectomy between 2015 and 2023. Based on defect location, tympanum reconstruction could be classified ..."
41014146,Effectiveness of E-Learning in Undergraduate ENT Education: A Mixed-Methods Systematic Review.,"Mughal, Zahir; Gupta, Keshav Kumar; di Traglia, Rosalind; Fruhstorfer, Birgit",The Laryngoscope,2025-Sep-27,,,,10.1002/lary.70164,"OBJECTIVE: Ear, nose and throat (ENT) is often underrepresented in undergraduate medical curricula. E-learning has emerged as a promising strategy to address this gap. This mixed-methods systematic review aimed to evaluate the effectiveness of e-learning in undergraduate ENT education. DATA SOURCES: MEDLINE, Embase, Education Research Complete, and Web of Science were searched. REVIEW METHODS: The PRISMA guidelines were followed. Quantitative data were synthesized with a meta-analysis of normali..."
41004908,Phonosurgery for vocal fold polyps: A comprehensive analysis of multidimensional voice outcomes in 201 cases and the impact of polyp size.,"Mitsuhashi, Toshiyuki; Umeno, Hirohito; Chitose, Shun-Ichi; Kurita, Takashi; Furukawa, Kyoji et al.","Auris, nasus, larynx",2025-Sep-25,52,6,633-642,10.1016/j.anl.2025.08.012,OBJECTIVE: To elucidate the clinical characteristics of vocal fold polyps (VFPs) and evaluate the efficacy of phonosurgery using a comprehensive analysis of multidimensional voice parameters. METHODS: We conducted a retrospective review of 201 patients with VFPs treated at Kurume University Hospital between 1996 and 2022. All patients underwent either endolaryngeal microsurgery (LMS) under general anesthesia or forceps excision (FE) under local anesthesia. Lesions were categorized as pedunculate...
41004186,"Alzheimer Disease Exacerbated by Air Pollution, Study Suggests.","Anderer, Samantha",JAMA,2025-Sep-26,,,,10.1001/jama.2025.13889,
41004178,Mental Health and Substance Use Linked in New Survey.,"Anderer, Samantha; Rekito, Andy",JAMA,2025-Sep-26,,,,10.1001/jama.2025.15338,
41004171,Trying to Unravel Why Alzheimer Disease Is More Common in Women.,"Rubin, Rita",JAMA,2025-Sep-26,,,,10.1001/jama.2025.16269,
41004143,First Antiamyloid Injectable Approved for Early Alzheimer Disease.,"Anderer, Samantha",JAMA,2025-Sep-26,,,,10.1001/jama.2025.13885,
41004141,Anal Cancer Risk Rises With Age and Time Among Cervical Cancer Survivors.,"Anderer, Samantha",JAMA,2025-Sep-26,,,,10.1001/jama.2025.13888,
41004139,Updated COVID-19 Vaccine Generates Strong Immune Response.,"Anderer, Samantha",JAMA,2025-Sep-26,,,,10.1001/jama.2025.13887,
41004138,Older Adults' Meal Timing Linked to Health Outcomes.,"Anderer, Samantha",JAMA,2025-Sep-26,,,,10.1001/jama.2025.13890,
41004136,Cannabis Use May Hinder Female Fertility.,"Anderer, Samantha",JAMA,2025-Sep-26,,,,10.1001/jama.2025.13886,
41004123,Factor Analysis-Based Quantitative Endotyping Improves Associations With CRS Cross-Sectional and Longitudinal Outcomes.,"Gleason, Brooke N; Luo, Zhidi; Agarwal, Aditi; Dong, Siyuan; Harmon, Regan L et al.",International forum of allergy & rhinology,2025-Sep-26,,,,10.1002/alr.70027,"BACKGROUND: Chronic rhinosinusitis (CRS) is a heterogeneous inflammatory disease characterized by persistent sinonasal inflammation. There is increasing interest in endotype-based classification, which categorizes CRS based on underlying inflammatory pathways. We applied factor analysis to facilitate continuous endotype assignment to CRS patients and assess cross-sectional and longitudinal CRS outcomes. METHODS: We prospectively enrolled 203 patients (52 controls, 88 CRSsNP, and 63 CRSwNP) under..."
40998677,Rebuilding the airway: Integrated surgical management of severe subglottic stenosis.,"Hartnick, C J; Henao Rincón, M A; Osorio Anaya, S","European annals of otorhinolaryngology, head and neck diseases",2025-Sep-24,,,,10.1016/j.anorl.2025.08.005,"Subglottic stenosis is a rare but potentially life-threatening condition in pediatric patients. We report the case of a 13-year-old male with a history of neonatal hypoxia, prolonged intubation, and multiple failed airway surgeries, presenting with a Myer-Cotton grade IV subglottic stenosis. Imaging and endoscopic evaluation revealed complete subglottic obstruction, absence of the anterolateral cricoid arch, and preoperative apparent absence of either vocal folds. A complex laryngotracheal recon..."
40997254,Effect of Previous Temporary Nasolacrimal Stent Implantation on Endoscopic Dacryocystostomy.,"Wu, Linjuan; Li, Xinyu; Zhou, Guangming; Wu, Wencan; Yan, Wentao et al.",American journal of rhinology & allergy,2025-Sep-25,,,19458924251382085,10.1177/19458924251382085,"AimsWe compared the outcomes of endoscopic dacryocystorhinostomy (En-DCR) in patients with chronic dacryocystitis (CD), with or without previous temporary nasolacrimal stent implantation (TNLSI), then explored whether previous TNLSI influenced postoperative outcomes.MethodsThis retrospective study included consecutive patients with CD and previous TNLSI who underwent En-DCR (group A) between September 2019 and May 2022, and an age- and sex-matched control group of patients with CD who had not un..."
40997227,Influence of Dental Intervention and Disease on Acute Invasive Fungal Rhinosinusitis Severity and Outcomes.,"Fischer, Jakob L; Kosaraju, Nikitha; Lucarelli, Katherine M; Sears, Connie M; Lee, Jivianne T et al.",American journal of rhinology & allergy,2025-Sep-25,,,19458924251382514,10.1177/19458924251382514,"BackgroundAcute invasive fungal rhinosinusitis (AIFRS) is an aggressive and often fatal disease process that principally impacts immunocompromised patients. Maxillary dental trauma and infections have been associated with the development of maxillary sinus fungal balls, but the role of dental procedures/trauma in the pathogenesis of AIFRS remains poorly defined.ObjectiveThis study seeks to review a single-institutional experience with AIFRS and examine the association between dental events and A..."
40996774,Improving Palliative Care for Patients With Head and Neck Cancer.,"Gourin, Christine G; Smith, Thomas J; Gersten, Rebecca A",JAMA otolaryngology-- head & neck surgery,2025-Sep-25,,,,10.1001/jamaoto.2025.2688,
40996758,Sleep.,,JAMA,2025-Sep-25,,,,10.1001/jama.2024.18963,
40996751,Lower Urinary Tract Symptoms in Men.,"Angulo, Maria Isabel; Vela, Monica",JAMA,2025-Sep-25,,,,10.1001/jama.2025.14849,
40996749,Respectful Communication for Pediatric Patients With Overweight-Insights and Next Steps.,"Yadav, Sanjeev",JAMA otolaryngology-- head & neck surgery,2025-Sep-25,,,,10.1001/jamaoto.2025.3041,
40996748,"Immigration Policy, US Medical Training, and Patient Care.","Ramesh, Tarun; Yu, Hao",JAMA,2025-Sep-25,,,,10.1001/jama.2025.13432,
40996747,"International Medical Graduates, Visa Disruptions, and the Future of the US Physician Workforce.","Solenkova, Natalia",JAMA,2025-Sep-25,,,,10.1001/jama.2025.15171,
40996743,Acid-Resistant Oral Microbiome on Oral Cancer Development-Reply.,"Barber, Brittany; Harris, Holly",JAMA otolaryngology-- head & neck surgery,2025-Sep-25,,,,10.1001/jamaoto.2025.3047,
40996742,Reflections on Medical Trainee Unions and Health Care Systems.,"Frederick, Peter J; Seshadri, Mukund; Zsiros, Emese; McLean, Karen",JAMA,2025-Sep-25,,,,10.1001/jama.2025.14762,
40996741,"Graduate Medical Education, 2024-2025.","Andrews, John S; Mathews, Chris; Kolli, Shanti K",JAMA,2025-Sep-25,,,,10.1001/jama.2025.14728,
40996740,Where Are You From?,"Ananthakrishnan, Ashwin N",JAMA,2025-Sep-25,,,,10.1001/jama.2025.17232,
40996738,Critical Thinking for 21st-Century Medicine-Moving Beyond Illness Scripts.,"Schwartzstein, Richard M; Iyer, Alexander A",JAMA,2025-Sep-25,,,,10.1001/jama.2025.14901,
40996731,Palliative Care With Tracheostomy or Gastrostomy Tube Use and End-of-Life Quality and Costs Among Patients With Head and Neck Cancer.,"Fu, Rui; Sutradhar, Rinku; Li, Qing; Villemure-Poliquin, Noémie; Chan, Kelvin K W et al.",JAMA otolaryngology-- head & neck surgery,2025-Sep-25,,,,10.1001/jamaoto.2025.2687,"IMPORTANCE: Patients with head and neck cancer (HNC) have high utilization rates of tracheostomy or gastrostomy tubes (g-tubes) at the end of life, with accompanying high costs. It is unknown whether the timing of palliative care (PC) initiation may attenuate the cost or be associated with better quality of life during the last year and more home deaths. OBJECTIVE: To assess the association of palliative care (first exposure) and tracheostomy or g-tube utilization with end-of-life costs among pa..."
40996729,Respectful Communication for Pediatric Patients With Overweight-Insights and Next Steps-Reply.,"Boss, Emily F; Reddy, Ashwin Ram; Lowe, Chenery",JAMA otolaryngology-- head & neck surgery,2025-Sep-25,,,,10.1001/jamaoto.2025.3173,
40996728,"Immigration Policy, US Medical Training, and Patient Care.","Xu, Qi; Gao, Yuwan; Zhang, Ou",JAMA,2025-Sep-25,,,,10.1001/jama.2025.13429,
40996726,"MD-Granting Medical Schools in the US, 2024-2025.","Barzansky, Barbara; Walker, Felicia",JAMA,2025-Sep-25,,,,10.1001/jama.2025.13928,
40996725,"Immigration Policy, US Medical Training, and Patient Care-Reply.","Jacobs, Jeremy W; Booth, Garrett S; Wheeler, Allison P",JAMA,2025-Sep-25,,,,10.1001/jama.2025.13435,
40996724,Acid-Resistant Oral Microbiome on Oral Cancer Development.,"Okuyama, Kohei; Yanamoto, Souichi",JAMA otolaryngology-- head & neck surgery,2025-Sep-25,,,,10.1001/jamaoto.2025.3044,
40995988,Generative Artificial Intelligence Methodology Reporting in Otolaryngology: A Scoping Review.,"Alter, Isaac L; Chan, Karly; Andreadis, Katerina; Rameau, Anaïs",The Laryngoscope,2025-Sep-25,,,,10.1002/lary.70165,"OBJECTIVE: Researchers in otolaryngology-head and neck surgery (OHNS) have sought to explore the potential of large language models (LLMs), but many publications do not include crucial information, such as prompting approach and model parameters. This has substantial implications for reproducibility, since LLMs can generate different output based on differences in ""prompt engineering."" We aimed to critically review methodological reporting and quality of LLM-focused literature in OHNS. DATA SOUR..."
40995965,A Practical Non-Robotic Surgery for Oropharyngeal Cancer in Resource-Limited Settings.,"Nagaoka, Masato; Fukuzato, Soichiro; Fukuda, Nobuki; Kessoku, Hisashi; Nishiya, Yukio et al.",The Laryngoscope,2025-Sep-25,,,,10.1002/lary.70153,"This study presents a practical non-robotic surgical technique for the treatment of lateral wall oropharyngeal squamous cell carcinoma, utilizing only standard head and neck surgical instruments. By integrating tumor pull-through resection, primary closure, and submandibular gland mobilization, this method circumvents the need for free flap reconstruction while maintaining postoperative functionality. Clinical outcomes indicate favorable survival rates and quality of life, supporting its viabili..."
40995952,Effects of Elexacaftor/Tezacaftor/Ivacaftor on the Sinonasal Airspace in Cystic Fibrosis.,"Kim, Michelle H; Luzum, Nathan A; Kimple, Adam J; Zemke, Anna C; Frank-Ito, Dennis",The Laryngoscope,2025-Sep-25,,,,10.1002/lary.70156,"OBJECTIVES: People with Cystic Fibrosis (CF) experience significant sinonasal airway opacification, leading to chronic airway-related conditions. The triple combination therapy Elexacaftor/Tezacaftor/Ivacaftor (ETI) has emerged as a therapeutic option for CF. This study uses volumetric quantification technique to evaluate changes in CF sinonasal airway patency pre-ETI and post-ETI. METHODS: Anatomically accurate person-specific three-dimensional sinonasal airspaces were reconstructed from radiog..."
40995940,A Longitudinal Assessment of Patient Satisfaction Following Head and Neck Free Flap Reconstruction.,"Behnam-Hanona, Reta; Patel, Nina; Boscardin, John W; Bhethanabotla, Rohith M; Agarwal, Aarti et al.",The Laryngoscope,2025-Sep-25,,,,10.1002/lary.70023,"OBJECTIVES: Long-term aesthetic outcomes following head and neck (HNC) microvascular free flap reconstruction are poorly understood. As patient survival improves for HNC, it is critical to understand the impact of surgical treatment upon aesthetic outcomes over the patient's life course. METHODS: Four hundred and fifty-six web-based surveys were prospectively collected at a tertiary care center (June 2018-July 2024). Three FACE-Q scales were used to evaluate patient-reported outcomes: Satisfacti..."
40995935,Ergonomics of In-Office Nasolaryngoscopy: Comparison Between Conventional and Pistol Grip Techniques.,"Park, Subin; MacInnis, Patrick; Nisenbaum, Rosane; Lin, R Jun",The Laryngoscope,2025-Sep-25,,,,10.1002/lary.70126,"OBJECTIVES: In-office nasolaryngoscopy in otolaryngology is a short but frequently performed procedure that can lead to substantial ergonomic risk. This study seeks to compare the ergonomic difference between pistol and conventional grip techniques during in-office nasolaryngoscopy. METHODS: Twelve otolaryngology staff, residents, and speech language pathologists were prospectively enrolled. Each practitioner was observed performing nasolaryngoscopy on 20 to 40 patients using either the conventi..."
40991297,Zilebesiran Add-On Treatment for Inadequately Controlled Hypertension-Reply.,"Desai, Akshay; Havasi, Andrea; Saxena, Manish",JAMA,2025-Sep-24,,,,10.1001/jama.2025.13329,
40991296,Insurance Dynamics During Childhood in the Fragmented US Health System.,"Shen, Ye; Sommers, Benjamin D; Hatfield, Laura A; Hayes, Catherine; Pandya, Ankur et al.",JAMA,2025-Sep-24,,,,10.1001/jama.2025.15488,"IMPORTANCE: US children's health insurance is fragmented across public and private sources, with wide state variation. However, the extent of children's interactions with Medicaid and Children's Health Insurance Program (CHIP) and their experience of uninsurance over 18 years of childhood remains unclear. Such estimates can provide a baseline for gauging the potential impact of upcoming Medicaid policy changes. OBJECTIVE: To estimate insurance dynamics in relation to Medicaid or CHIP and uninsur..."
40991282,How to Communicate Medical Numbers.,"Zikmund-Fisher, Brian J; Thorpe, Alistair; Fagerlin, Angela",JAMA,2025-Sep-24,,,,10.1001/jama.2025.13655,
40991275,Crossed Arms and Crossover Studies: Poetry Bridges Emotion and Medicine.,"Roberts, Krista; Campo, Rafael",JAMA,2025-Sep-24,,,,10.1001/jama.2025.12305,
40991255,"Phase I, Arms Crossed.","Menon, Tara P",JAMA,2025-Sep-24,,,,10.1001/jama.2025.12308,
40991250,Medicare Part D Coverage and Costs for Glucagon-Like Peptide-1 Receptor Agonists.,"Klebanoff, Matthew J; Li, Pengxiang; Long, Judith A; Doshi, Jalpa A",JAMA,2025-Sep-24,,,,10.1001/jama.2025.15841,
40991245,Zilebesiran Add-On Treatment for Inadequately Controlled Hypertension.,"Chen, Tianyu; Zhu, Zhaohua",JAMA,2025-Sep-24,,,,10.1001/jama.2025.13326,
40991244,From Churn to Continuity-Reforming Children's Coverage.,"Vasan, Aditi; Eliason, Erica L",JAMA,2025-Sep-24,,,,10.1001/jama.2025.18087,
40990336,C-Reactive Protein Serum Values in Idiopathic and Autoimmune Subglottic Stenosis.,"Neevel, Andrew J; Ramazani, Fatemeh; Ford, Julia; Gewurz-Singer, Ora; Hogikyan, Norman D et al.",The Laryngoscope,2025-Sep-24,,,,10.1002/lary.70167,"OBJECTIVE (S): Idiopathic and granulomatosis with polyangiitis (GPA)-related subglottic stenosis (SGS) are considered distinct immune-mediated inflammatory disorders. Limited data exist on serum inflammatory markers, specifically C-Reactive Protein (CRP), for SGS diagnosis, differentiation, and prognostication. The study objective was the characterization of CRP levels in idiopathic (iSGS) and GPA-SGS to assess CRP's ability to distinguish SGS subtypes and predict SGS progression and recurrence...."
40990262,"BMI, Sex as Predictors of Anterolateral Thigh Free Flap Thickness for Oropharyngeal Reconstructions.","Ibrahim, Ibrahim M; Clementi, Emily; Chisolm, Paul F; Vasandani, Sagar; Giurintano, Jonathan P",The Laryngoscope,2025-Sep-24,,,,10.1002/lary.70166,"OBJECTIVE: To evaluate the relationship between body mass index (BMI), sex, and anterolateral thigh free flap (ALTFF) thickness, and to determine their impact on the use of ALT and super-thin ALT (STALFF) flaps for oral and oropharyngeal reconstruction. METHODS: Ninety-four patients who underwent ALTFF, super thin-ALTFF (ST-ALTFF), or radial forearm free flap (RFFF) reconstruction following resection of oral cavity and oropharyngeal squamous cell carcinoma were included. Preoperative PET/CT scan..."
40988606,"Answer to ""Inclusion of Chinese databases in meta-analyses on herbal medicine for rhinosinusitis"".","Choulakis, K; Karatzanis, A; Skoulakis, C; Vlastos, I M; Prokopakis, E",Rhinology,2025-Sep-24,,,,10.4193/Rhin25.400,We would like to sincerely thank Zhong et al. for their thoughtful and well-articulated letter in response to our recent systematic review (1). Their commentary offers interesting perspectives on the landscape of traditional herbal medicine research and the role of Chinese-language databases.
40988590,The Optimal Cut-Point of Tissue Eosinophil Count for Clinical Severity of Patients With Chronic Rhinosinusitis.,"Samuthpongtorn, Jompol; Tran, Thinh; Seresirikachorn, Kachorn; Chitsuthipakorn, Wirach; Hoang, Minh P et al.",International forum of allergy & rhinology,2025-Sep-24,,,,10.1002/alr.70035,Defining eosinophilic chronic rhinosinusitis is crucial for treatment strategies. There is a lack of data of the cut-point of tissue eosinophil count from real-world study. The cut-point of three eosinophils/high-powered field indicates high clinical severity.
40988571,A positive correlation between autonomic nervous system function and endoscopic disease severity in chronic rhinosinusitis: a quantitative assessment.,"Chen, W-C; Luo, S-D; Wu, C-N; Cha, C-H; Chen, W-S et al.",Rhinology,2025-Sep-24,,,,10.4193/Rhin25.203,"INTRODUCTION: The autonomic nervous system (ANS) regulates respiratory mucosal inflammation and is linked to various airway diseases. However, the relationship between ANS dysfunction and chronic rhinosinusitis (CRS) has not been fully investigated. This study aimed to explore the association between ANS and CRS using a battery of quantitative autonomic function tests. METHODS: Patients with CRS undergoing surgery were prospectively enrolled. Subjective evaluation of disease severity was assesse..."
